id,recipient,agency_name,year_received,date_received,donor,donor_country,gift_description,value_usd,justification
6184,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama",Executive Office of the President,2013,2013-06-30,The City of Cape Town of the Republic of South Africa,South Africa,"Double-rolled scroll, title: ``Freedom of the City of Cape Town'' signed by President Obama and the First Lady, hand- inked on paper mounted on hand carved protea wood batons. Rec'd--6/ 30/2013. Est. Value-- $2,055.00. Disposition--National Archives and Records Administration.",2055,Non-acceptance would cause embarrassment to donor and U.S. Government
6185,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama",Executive Office of the President,2013,2013-09-06,"His Excellency Vladimir Putin, President of the Russian Federation",Russia,"Three 9.5'' porcelain plates with Russian city scenes, one with Peterhof Palace, one with an equestrian statue, and one with the Monument of the Emperor Peter I and the Konstantin Palace. White porcelain tea set with two half- circle cups and one tea pot with blue, red, black, orange, and green stripes. White porcelain tea set with two tea cups, two large coasters and a tea pot. DVD, title: ``Jewels'' from the Mariinsky Theatre Ballet. Rec'd--9/6/ 2013. Est. Value-- $1,084.00. Disposition--National Archives and Records Administration.",1084,Non-acceptance would cause embarrassment to donor and U.S. Government
6186,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama",Executive Office of the President,2013,2013-09-12,"His Highness Sheikh Sabah Al-Ahmad Al- Jaber Al-Sabah, Amir of the State of Kuwait",Kuwait,"Black leather box displaying the Kuwaiti emblem containing black and gold Kuwaiti clothing. Set of historical Kuwaiti coins from 1780 to present with display stand and case. Leather card with inscription. Rec'd--9/ 12/2013. Est. Value-- $1,230.00. Disposition--National Archives and Records Administration.",1230,Non-acceptance would cause embarrassment to donor and U.S. Government
6187,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-03-12,Her Majesty Queen Pengiran Anak Saleha of Brunei Darussalam,Brunei,"Leila collection by Mouawad 18K white gold flower shaped jewelry set with yellow sapphires and diamonds, including a pair of earrings, a ring, a necklace with 18-inch chain, and a magnifying glass. Gold- plated rose in red presentation box. Rec'd--3/12/2013. Est. Value--$71,468.00. Disposition--National Archives and Records Administration.",71468,Non-acceptance would cause embarrassment to donor and U.S. Government
6188,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-03-20,"His Excellency Benjamin Netanyahu, Prime Minister of the State of Israel, and Mrs. Sara Netanyahu",Israel,Silver Seder plate with Hebrew inscriptions. Rec'd--3/20/2013. Est. Value--$445.00. Disposition--National Archives and Records Administration.,445,Non-acceptance would cause embarrassment to donor and U.S. Government
6189,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-04-23,"His Highness Sheikh Hamad Bin Khalifa Al Thani, Amir of the State of Qatar",Qatar,"Set of 12 silver spoons, bearing ``lion passant'' and leopard head markings with flowers in polished wood presentation box. Rec'd--4/23/2013. Est. Value--$600.00. Disposition--National Archives and Records Administration.",600,Non-acceptance would cause embarrassment to donor and U.S. Government
6190,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-05-07,"Her Excellency Park Geun-hye, President of the Republic of Korea",NA,"Porcelain tableware set including bowls, dishes, plates, chopsticks, napkins, and spoons. Book, title: ``The Very Best of Korean Cooking''. Rec'd--5/7/2013. Est. Value--$375.00. Disposition--National Archives and Records Administration.",375,Non-acceptance would cause embarrassment to donor and U.S. Government
6191,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-05-09,His Royal Highness Prince Henry Charles Albert David of Wales,NA,"31'' x 39'' framed lithograph depicting two figures draped in the American flag and the Union Jack flag by artist Dean Baer. Signed photo of His Royal Highness in a leather frame. Rec'd-- 5/9/2013. Est. Value-- $1,330.00. Disposition--National Archives and Records Administration.",1330,Non-acceptance would cause embarrassment to donor and U.S. Government
6192,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-05-20,"His Excellency U Thein Sein, President of Burma",Myanmar (Burma),"Gold, flower-shaped brooch with pearl flower bud. Rec'd--5/ 20/2013. Est. Value-- $1,400.00. Disposition--National Archives and Records Administration.",1400,Non-acceptance would cause embarrassment to donor and U.S. Government
6193,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-06-18,"Her Excellency Dr. Angela Merkel, Chancellor of the Federal Republic of Germany",Germany,24'' x 17'' framed print of the Brandenburg Gate by Joseph Robers. Rec'd-- 6/18/2013. Est. Value-- $460.00. Disposition-- National Archives and Records Administration.,460,Non-acceptance would cause embarrassment to donor and U.S. Government
6194,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-07-28,"Mrs. Tobeka Zuma, First Lady of the Republic of South Africa",South Africa,"Porcelain, hand-painted tea set with two cups, two plates, one platter, two small plates, and one teapot. Multi-colored beaded chicken basket. Multi-colored necklace and earrings. Two ornamental eggs, one blotched, one striped. Two mugs commemorating the President and First Lady's trip to the Republic of South Africa. Rec'd--7/28/ 2013. Est. Value-- $1,010.00. Disposition--National Archives and Records Administration.",1010,Non-acceptance would cause embarrassment to donor and U.S. Government
6195,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-09-04,Her Majesty Queen Silvia Renate of Sweden,Sweden,Two 3'' diameter gold- plated candy dishes in a black box. 4'' diameter candy dish by Orrefors Crystal with Swedish Royal insignia. Rec'd--9/4/ 2013. Est. Value-- $610.00. Disposition-- National Archives and Records Administration.,610,Non-acceptance would cause embarrassment to donor and U.S. Government
6196,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-09-12,"His Excellency Julio Ligorr[iacute]a, Ambassador of the Republic of Guatemala to the United States",Guatemala,Embroidered handbag with multi-colored aviary motif. Rec'd--9/ 12/2013. Est. Value-- $580.00. Disposition-- National Archives and Records Administration.,580,Non-acceptance would cause embarrassment to donor and U.S. Government
6197,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-09-24,"Mrs. Shiranthi Rajapaksa, First Lady of the Democratic Socialist Republic of Sri Lanka",Sri Lanka,Matching necklace and earring set made of blue topaz and pearls. Rec'd--9/24/2013. Est. Value--$940.00. Disposition--National Archives and Records Administration.,940,Non-acceptance would cause embarrassment to donor and U.S. Government
6198,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-09-24,"Ms. Val[eacute]rie Trierweiler, First Lady of the French Republic",France,"Drop earrings of silver and blue crystal by Baccarat. Hardcover book, title: ``Nature-- Simple, Healthy and Good''. Rec'd--9/24/ 2013. Est. Value-- $435.00. Disposition-- National Archives and Records Administration.",435,Non-acceptance would cause embarrassment to donor and U.S. Government
6199,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-09-24,"Mrs. Wafaa Suleiman, First Lady of the Lebanese Republic",Lebanon,"6'' x 4'' clutch purse with gold outline and blue emerald cut jewels by Elie Saab. Rec'd--9/24/2013. Est. Value--$1,164.00. Disposition--National Archives and Records Administration.",1164,Non-acceptance would cause embarrassment to donor and U.S. Government
6200,"Mrs. Michelle Obama, First Lady of the United States",Executive Office of the President,2013,2013-12-05,"His Excellency Elin Suleymanov, Ambassador of the Republic of Azerbaijan to the United States",Azerbaijan,Traditional Azerbaijani red head scarf. Rec'd-- 12/5/2013. Est. Value-- $435.00. Disposition-- National Archives and Records Administration.,435,Non-acceptance would cause embarrassment to donor and U.S. Government
6201,First Family,Executive Office of the President,2013,2013-05-09,"His Excellency Enrique Pe[ntilde]a Nieto and Mrs. Ang[eacute]lica Rivera de Pe[ntilde]a, President and First Lady of the United Mexican States",Mexico,"Four soccer jerseys of the Mexican national team signed by the team members and personalized for the First Family. Silver beaded bracelet and ring in bow design. Silver necklace and earrings with heart design. Rec'd--5/9/ 2013. Est. Value-- $1,020.00. Disposition--National Archives and Records Administration.",1020,Non-acceptance would cause embarrassment to donor and U.S. Government
6202,First Family,Executive Office of the President,2013,2013-03-22,"His Excellency Shimon Peres, President of the State of Israel",Israel,"Book, title: ``Dreams from My Father'' translated into Hebrew and bound in leather with inscription. Black leather necklace with pendant featuring a bird and rabbit by Ilana Goor. Black bracelet with silver bird charm and clasp by Ilana Goor. Pink bracelet with silver clasp by Ilana Goor. Gold lapel pin in a small black leather box. Hardcover book, title: ``Ilana Goor: Hybrids'' inscribed by the artist. Paperback book, title: ``Ilana Goor.'' Paperback book, title: ``Ilana Goor Collection 2011''. Rec'd--3/22/ 2013. Est. Value-- $1,045.00. Disposition--National Archives and Records Administration.",1045,Non-acceptance would cause embarrassment to donor and U.S. Government
6203,First Family,Executive Office of the President,2013,2013-06-10,"His Excellency Ollanta Moises Humala Tasso, President of the Republic of Peru",Peru,"Four scarves in a box set by Kuna, separately made of 100% Vicuna, Royal Alpaca, Guanaco, and Royal Llama yarn. Rec'd--6/10/2013. Est. Value--$1,650.00. Disposition--National Archives and Records Administration.",1650,Non-acceptance would cause embarrassment to donor and U.S. Government
